date,title,description
2023/11/12,Travis Kelce Saw Taylor Swift Perform in Argentina. Here's What Happened,"Kelce was spotted at Swift's Eras Tour show in Argentina on Saturday, with the pop star having a surprise in store for her guest."
2023/11/12,Travis Kelce reacts to Taylor Swift changing 'Karma' lyrics to reference Chiefs,Kansas City Chiefs tight end Travis Kelce appeared just as surprised as concertgoers when he received an onstage shoutout from Taylor Swift during her Eras Tour show in Argentina.
2023/11/12,Taylor Swift Surprises Travis Kelce With a Romantic Lyric Change,"Kelce flew out to see one of Swift's shows in Argentina, and he (and the fans) got a sweet surprise."
2023/11/12,Taylor Swift can't stop staring at Travis Kelce while singing ‘Lover’ in Argentina,"Taylor Swift kept glancing at her NFL beau, Travis Kelce, while performing “Lover” during her Eras Tour stop in Argentina Saturday night."
2023/11/12,"Taylor Swift changed ‘Karma’ lyrics to be about Travis Kelce, kissed him after Argentina show",OMG!!!
2023/11/12,Taylor Swift changes lyrics to ‘Karma’ in nod to ‘guy on the Chiefs’ Travis Kelce,"Taylor Swift winked at her romance with Kansas City Chiefs’ tight end Travis Kelce during her “Eras Tour” concert in Buenos Aires, Argentina on Saturday when she changed the lyrics to a line in her hit song “Karma,” and Kelce was in the audience to catch it."
2023/11/12,Travis Kelce Reacts to Taylor Swift ‘Karma’ Lyric Change in New Video,"Taylor Swift switched the lyrics to her song 'Karma' to give boyfriend Travis Kelce a shout-out, and he reacted to the switch in a new video."
2023/11/12,This TikTok Of Eras Tour Fans Freaking Out After Taylor Swift Changed Her 'Karma' Lyrics To Include Travis Kelce Is Absolutely Bonkers,"Taylor Swift changed her ""Karma"" lyrics to include Travis Kelce, and a viral TikTok video from the Eras Tour stop shows fans going nuts."
2023/11/12,Travis Kelce reacts to Taylor Swift singing 'Karma is the guy on the Chiefs’,"Travis Kelce celebrated with Taylor Swift's dad, Scott Swift, after she made a surprise lyric change during her song, ""Karma."""
2023/11/12,Taylor Swift and Travis Kelce Kiss at Buenos Aires Concert in Video,Taylor Swift and Travis Kelce were caught kissing and hugging as she ran to greet him backstage during one of her 'Eras Tour' concerts in Buenos Aires.
2023/11/12,'Karma is the guy on the Chiefs',"Taylor Swift sang about boyfriend Travis Kelce on Saturday during the second night of her ""Eras Tour"" stop in Argentina, switching up the lyrics to her song ""Karma"" to include a nod to the Kansas City tight end, who was in the audience."
2023/11/12,Hard launch around the corner? Taylor Swift and Travis Kelce kiss at Argentina 'Eras' concert,Fan footage of the kiss has quickly circulated social media
2023/11/12,Footage captures Travis Kelce's shocked reaction to Taylor Swift changing lyrics for Kansas City Chiefs star,Travis Kelce looked completely shocked as Taylor Swift changed the lyrics of one of her songs to mention him.The Kansas City Chiefs star took his rela
2023/11/12,"Taylor Swift, Like A Hurricane, Prompts Airline Change Fee Waivers",Industry experts reportedly say waiving change fees due to a postponed concert is unusual.
2023/11/12,Taylor Swift Changes Lyrics To Shout Out Travis Kelce During Buenos Aires Concert,"Taylor Swift switched up the lyrics to her song, “Karma,” during a performance in Buenos Aires on The Eras Tour on Saturday night."
2023/11/12,Taylor Swift spotted kissing boyfriend Travis Kelce after her The Eras Tour concert in Buenos Aires,"Taylor Swift has been spotted packing on the PDA with Travis Kelce, with the pop star publicly planting a kiss on her NFL boyfriend after The Eras Tour concert in Buenos Aires. WATCH THE VIDEO."
2023/11/12,"Travis Kelce attends Taylor Swift concert in Argentina, two share kiss","What a big night for Travis Kelce — and he wasn't even on the football field. The Chiefs tight end was in attendance for Taylor Swift's Eras Tour show in Buenos Aires, Argentina, on Saturday night with her dad, Scott Swift, before the two were spotted kissing."
2023/11/12,It's now totally legal to be a Swiftie,"Courses on Beyoncé, Taylor Swift, and ""Succession"" reshape traditional college classes with relatable pop-culture examples that engage students."
2023/11/12,"Taylor Swift Changes ‘Karma’ Line, Kisses Travis Kelce in Buenos Aires","Onstage official! Taylor Swift gave a shout-out to Travis Kelce during ""Karma"" and kissed him at her show in Buenos Aires on Nov. 11."
2023/11/12,When Taylor Swift Got Her 'Toned Legs' Insured For $40 Million,"According to a source, Taylor Swift initially thought her legs were worth about a million dollars, but the $40 million figure took her by surprise."
2023/11/12,"Taylor Swift, Travis Kelce seen kissing for first time in post-concert embrace","Taylor Swift ran into Travis Kelce's arms for a hug and a kiss after he watched her perform her Eras Tour in Buenos Aires, Argentina, on Saturday."
2023/11/12,Taylor Swift Debuts ‘Is It Over Now?’ Live With ‘Out of the Woods’,Swifties waited with bated breath to see if Taylor Swift would play '1989 (Taylor's Version)' vault track in her acoustic set in Buenos Aires Nov.
2023/11/12,Taylor Swift and boyfriend Travis Kelce share first public kiss on stage after Argentina Eras tour concert in new video,TAYLOR Swift has send fans wild as she kissed her boyfriend Travis Kelce on stage following her concert.The NFL superstar attended the show in Argenti
2023/11/12,Donna Kelce Admits She Wasn't A Swiftie Before Her Connection With Taylor Swift,Donna Kelce's admission surprised many because she admitted she wasn't a Swiftie before Travis began dating the musician.
2023/11/12,Inside Taylor Swift and Kim Kardashian's 'Complicated' Love-Hate Relationship,"Taylor Swift might still be harboring unresolved feelings towards the 'Keeping Up With the Kardashians' star, Kim Kardashian."
2023/11/12,Travis Kelce kisses Taylor Swift in viral video from Argentina,"The Kansas City Chiefs are on their bye week, allowing players a week off to do whatever they please."
2023/11/12,Britney Spears Shares Photo With Taylor Swift From 20 Years Ago,Britney Spears had a cool Taylor Swift throwback story -- and picture -- to share on Instagram Saturday night (Nov. 11).
2023/11/12,Travis Kelce Is Taylor Swift's Biggest Fan at Her Argentina Concert,"Travis Kelce was spotted watching Taylor Swift perform in Buenos Aires during the international leg of her sold-out Eras tour, a day after they had dinner in the city."
2023/11/12,Taylor Swift kisses Travis Kelce after Argentina concert,"Kelce, who was in Buenos Aires to be with Swift as she put on a weekend of shows for her international Eras Tour, was spotted in the VIP section of her Saturday..."
2023/11/11,Travis Kelce attends Taylor Swift's Eras Tour concert in Argentina with her dad,"Travis Kelce seemed to be having a great time with girlfriend Taylor Swift's dad, Scott, while watching the singer take the stage in Buenos Aires, Argentina, during her Eras Tour."
2023/11/11,Travis Kelce goes to Taylor Swift’s Argentina Eras Tour concert,Taylor Swift's rumored boyfriend Travis Kelce went to be with her during her Argentina shows this weekend as the Kanas City Chiefs have a bye week.
2023/11/11,"Taylor Swift, Travis Kelce share intimate moment backstage at Eras Tour in Argentina",Taylor Swift was seen rushing into the waiting arms of the Travis Kelce and gave him a sweet kiss
2023/11/11,Taylor Swift changes lyrics to ‘Karma’ for special shoutout to Travis Kelce,"Travis Kelce attended the Taylor Swift's Eras Tour show at Buenos Aires’ Estadio River Plate, Argentina on Saturday"
2023/11/11,Britney Spears recalls meeting 'Girl crush' Taylor Swift for the first time,Britney Spears heaped praise on Taylor Swift in a rare shout-out on her Instagram
2023/11/11,Taylor Swift and Travis Kelce Draw Cheers During Date in Buenos Aires,Taylor Swift and Travis Kelce reunited in Argentina for their first international date. Find out more about their night out.
2023/11/11,Classes on celebrities like Taylor Swift and Rick Ross are engaging a new generation of law students,"A South Dakota law professor typically teaches about dense topics like torts and natural resources. But next semester, he and his fearless students are shaking things up by turning their attention to Taylor Swift."
2023/11/11,Taylor Swift's postponed Argentina show prompts airline to waive flight-change fees,Taylor Swift postponed a show in Buenos Aires for Friday until Sunday.
2023/11/11,Travis Kelce ‘beaming’ at Taylor Swift on Argentina date,Travis Kelce and Taylor Swift were reportedly cheered on while leaving a date in Buenos Aires.
2023/11/11,Taylor Swift take beau Travis Kelce to her Eras Tour?,"Lately, everyone's talking about the new couple in town - NFL star Travis Kelce and pop icon Taylor Swift. While the Kansas City Chiefs"
2023/11/11,Taylor Swift introduces boyfriend Travis Kelce to her father Scott during luxury steak dinner in Buenos Aires where staff form guard of honor as couple walk past lovingly holding hands and diners chee,Taylor Swift and Travis Kelce enjoyed a steak dinner with her father at the Four Season's luxury restaurant in Buenos Aires just hours after the football star
2023/11/11,Fernwood grandmother nabs Taylor Swift tickets,Linda Doctoroff’s hands were shaking so badly as she tried to buy Taylor Swift tickets that she struggled to get the numbers right.
2023/11/11,Travis Kelce Met Taylor Swift and Her Dad at This Luxurious Restaurant for a Private Steak Dinner After a 14-Hour-Long Journey,"Travis Kelce, after a 14-hour journey, joined Taylor Swift and her dad Scott Kingsley Swift for a private steak dinner in Buenos Aires."
2023/11/11,Full list inside as Taylor Swift to lead,"The Grammy Awards nominations for 2024 are here, and SZA is in the spotlight with an impressive nine nominations. The Recording Academy"
2023/11/11,Here's Why Fans Think Taylor Swift and Travis Kelce Might Soon End Their Relationship,"""Taylor doesn’t have to go to Travis’ game if she doesn’t want to. He didn't show up at the Eras Tour on Thursday,"" one fan pointed out."
2023/11/11,"Taylor Swift, Travis Kelce hold hands on PDA-packed date in Argentina after she postpones show","Taylor Swift and Travis Kelce were spotted holding hands during an intimate dinner date in Buenos Aires, Argentina -- just hours after postponed her Eras Tour concert due to heavy rainfall."
2023/11/11,Taylor Swift's re-recording of '1989' dominates UK music charts,"U.S. music star Taylor Swift topped the UK singles and albums charts on Friday with her re-recording of her award-winning hit album ""1989""."
2023/11/11,SZA leads the 2024 Grammy nominations as women outpace men in the leading categories,"The majority of leading nominees are women and include superstars like Taylor Swift, Billie Eilish, Miley Cyrus and Olivia Rodrigo"
2023/11/11,Taylor Swift enjoys Travis Kelce's company in Argentina after canceling concert,The Taylor Swift fans are overjoyed for two reasons. The singer has not just bagged multiple Grammy nods but has finally been joined by American footballer
2023/11/11,What exactly does ‘Taylor's Version' mean? Here's what to know,"Taylor Swift is dominating the year with not only the wildly successful ""Eras Tour"" and ""Eras Tour"" movie, but also her rolling out of ""Speak Now (Taylor's..."
2023/11/11,Why Taylor Swift Is Canceling Argentina Eras Tour Concert,"Taylor Swift postponed her Eras Tour concert scheduled for Nov. 10 in Buenos Aires, Argentina, due to what she described as ""truly chaotic"" weather conditions. Find out how she's making it up to fans."
2023/11/11,Bad Weather Enforces Postponement of Taylor Swift’s Eras Tour as Travis Kelce Reaches Argentina,"As Travis Kelce reached Argentina for Taylor Swift's Eras Tour concert, the bad weather took the spotlight from them. Fans will have to wait."
2023/11/11,Female musicians including Taylor Swift and SZA dominate 2024 Grammy nominations,"The Rolling Stones, who recently released their album Hackney Diamonds, are nominated in the best rock song category"
