Title,Standfirst
"‘Sea-country’ alliance could push traditional owners closer to mining industry, critics say","National Sea Country Alliance Summit told that the agendas of environmental groups do not always align with First Nations prioritiesFollow our Australia news live blog for latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
TV tonight: the devastating stories of pensioners living in poverty ,This powerful documentary is a must-watch. Plus: intriguing period drama The Gallows Pole continues. Here’s what to watch this evening
Are women getting angrier? Maybe they’re just giving themselves permission to show it | Pragya Agarwal,Anger is still seen as admirable in men but unacceptable in women. It’s time to end the tyranny of gendered emotions
Winners of the inaugural Martha Mills prize for young writers announced,Judges praised the ‘staggering amount of talent on display’ in entries to the competition launched by the London Review Bookshop for writers aged 11 to 14
Eddie Jones and Australia keep hopes alive after bonus-point Portugal win,Pool C: Australia 34-14 PortugalWallabies need Fiji to lose final pool game
Brittany Higgins accuses Linda Reynolds of targeting her and says it is ‘time to stop’,"Higgins has highlighted media coverage of comments by her former boss, saying ‘this has been going on for years now’Get ourmorning and afternoon news emails,free appordaily news podcast"
‘I’m doing all I can’: the young Israeli determined to free his captured girlfriend from Gaza,"Noam Alon, whose partner Inbar Haiman was abducted by Hamas in the October 7 attack in Israel, is calling on international leaders to make the safe return of hostages their priorityIsrael-Hamas war – live updates"
From Asteroid City to Yayoi Kusama: a complete guide to this week’s entertainment,"Whether it’s Wes Anderson’s star-studded sci-fi comedy or the Japanese artist’s psychedelic polka-dotted show, our critics have you covered for the next seven days"
Dialogues des Carmélites review – jeggings not wimples but Poulenc’s opera grips and haunts still,"Glyndebourne festival, SussexBarrie Kosky’s powerful new contemporary-set production is brought to life by a remarkable cast, led by Sally Matthews, and, in the pit, the LPO and Robin Ticciati bring heartbreaking delicacy and energy"
Nadine Dorries reported to speaker over ‘forceful’ emails about peerage ,Cabinet secretary seeks advice on whether MP’s complaints breached Honours (Prevention of Abuses) Act
Emmys 2023: Succession’s final season scores 27 nominations,"The acclaimed business drama leads the pack with The Last of Us, The White Lotus and Ted Lasso following"
"Air con, a fridge and sofa: Thaksin Shinawatra’s ‘VVIP’ prison life in Thailand","Activists claim the former PM has received special treatment at a special hospital ward, which stands in stark contrast to the overcrowded prison system"
RNLI urges UK paddleboarders to think carefully about weather and tides,"Coastal rescuers ‘inundated’ with callouts to people using kayaks, canoes and stand-up paddleboards"
‘Actions akin to mutiny’: the Tories speaking out against Boris Johnson,"A number of Conservatives have voiced anger, relief or both since the former PM said he was quitting as an MPUK politics live – latest updates"
Poem of the week: The Clever Cat by Mary Hannay Foott,A children’s poem from 1890 is the cheerful opposite of a homily about the virtues of working hard
PM says referendum will ‘lift up the nation’ – as it happened,"This blog is now closed.Gladys Berejiklian says she always served public interest as senior Liberals speak out in supportGet ourmorning and afternoon news emails,free appordaily news podcast"
Newcastle face scrutiny after signing £25m-a-year Saudi sponsorship deal,Events company Sela is majority-owned by Saudi Arabia’s PIFDeal likely to be approved after Newcastle’s top-four finish
Manchester United silent on Antony allegations amid calls for football to change,Brazilian accused of assault and domestic abuse by ex-girlfriendCalls for decision on player to be taken out of club’s hands
"Scotland’s place at Euro 2024 is almost a formality. But then, this is Scotland",Sign up now! Sign up now! Sign up now? Sign up now!
Environmentalists condemn Australia’s ‘woeful record’ after 48 plants and animals added to threatened species list,"Tanya Plibersek announces crayfish, frogs, insects and plants among wildlife now under threat amid renewed calls for reformFollow our Australia news live blog for latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
"We’re a Tory MP and a Hong Kong pro-democracy activist, and China is trying to silence us both | Finn Lau and Tim Loughton","Beijing will go to any lengths to harass the Hong Kong diaspora and its allies. But we will keep speaking outFinn Lau is a political activist from Hong Kong, and Tim Loughton is a Conservative MP"
Argentina 2-2 South Africa: Women’s World Cup 2023 Group G – as it happened,South Africa let slip two-goal lead as Argentina salvage pointBoth teams still searching for a first World Cup winSign up for Soccer with Jonathan Wilson: our free newsletter
TV tonight: Natasha Lyonne rocks in excellent new series Poker Face,The must-watch comedy crime drama continues. Plus: the undercover mission gears up in Black Ops. Here’s what to watch this evening
Biden’s border wall won’t fix a broken immigration system – or deter migrants,"The Biden administration can, instead, expand labor pathways, update the US’s humanitarian protections to meet 21st-century challenges"
Shock of the old: eight abandoned and appalling theme parks,"From animatronic cowboys to hungry alligators, there is nothing quite so creepy as a derelict funfair"
